id_pedido,fecha_pedido,cliente,canal,estado,sku,cantidad,precio_unitario,descuento_linea
PED-2025-00019,2025-05-24 19:07:00,Almacenes Duran e Hijos,B2B,ENVIADO,PRV-2040,1,"337,61",0
PED-2025-00019,24-05-2025,Almacenes Duran e Hijos,B2B,ENVIADO,PRV-2073,1,"299,22",15
PED-2025-00019,2025-05-24,Almacenes Duran e Hijos,B2B,ENVIADO,PRV-2043,1,56.72,"0,05"
PED-2025-00020,2025-05-16,Hidraulica Levante,MARKETPLACE,completado,PRV-2102,3,"379,67",0
PED-2025-00020,16/05/2025,  HIDRAULICA LEVANTE ,MARKETPLACE,completado,PRV-2050,5,"70,31",0
PED-2025-00021,2025-05-14 19:11:00,Ferrolab SA,B2C,PENDIENTE,PRV-2009,"5,0",26.13,15
PED-2025-00021,14-05-2025,Ferrolab SA,B2C,PENDIENTE,PRV-2085,1,"105,26",5
PED-2025-00021,2025-05-14,Ferrolab SA,B2C,PENDIENTE,PRV-2110,3,"245,65",0
PED-2025-00022,2025-05-16,Suministros Industriales Vega,b2c,cancelado,PRV-2036,2,346.47,10
PED-2025-00022,16/05/2025,Suministros Industriales Vega,b2c,cancelado,PRV-2046,1,"222,06",0
PED-2025-00023,2025-05-03 10:52:00,Almacenes Duran e Hijos,B2C,enviado,PRV-2075,2,,0
PED-2025-00023,03-05-2025,Almacenes Duran e Hijos,B2C,enviado,PRV-2123,2,369.31,0
PED-2025-00023,2025-05-03,Almacenes Duran e Hijos,B2C,enviado,PRV-2096,2,"25,81",5
PED-2025-00024,2025-05-07,Talleres Sanchez,MARKETPLACE,completado,PRV-2070,1,"439,71",0
PED-2025-00024,07/05/2025,Talleres Sanchez,MARKETPLACE,completado,PRV-2053,1,76.63,5
PED-2025-00024,2025-05-07 12:16:00,Talleres Sanchez,MARKETPLACE,completado,PRV-2046,25,"230,83",0
PED-2025-00024,07-05-2025,Talleres Sanchez,MARKETPLACE,completado,PRV-2054,"5,0","465,60",0
PED-2025-00024,2025-05-07,  TALLERES SANCHEZ ,MARKETPLACE,completado,PRV-2045,2,429.38,15
PED-2025-00025,2025-05-14,Ferreteria El Tornillo,B2C,ENVIADO,PRV-2093,1,"327,02",0
PED-2025-00025,14/05/2025,Ferreteria El Tornillo,B2C,ENVIADO,PRV-2095,1,"86,49",0
PED-2025-00025,2025-05-14 14:43:00,Ferreteria El Tornillo,B2C,ENVIADO,PRV-2042,1,257.17,0
PED-2025-00025,14-05-2025,Ferreteria El Tornillo,B2C,ENVIADO,PRV-2076,1,"146,70",0
PED-2025-00025,2025-05-14,Ferreteria El Tornillo,B2C,ENVIADO,PRV-2072,5,"54,91",
PED-2025-00026,2025-05-05,Talleres Sanchez,B2B,PENDIENTE,PRV-2011,50,23.46,0
PED-2025-00027,05/05/2025,Ferreteria Los Olivos SL,Marketplace,completado,PRV-2074,1,"275,34",0
PED-2025-00027,2025-05-05 16:48:00,Ferreteria Los Olivos SL,Marketplace,completado,PRV-2097,1,"217,95",10
PED-2025-00028,19-05-2025,Obras y Reformas Prat,b2c,COMPLETADO,PRV-2122,3,244.95,5
PED-2025-00028,2025-05-19,Obras y Reformas Prat,b2c,COMPLETADO,PRV-2001,"1,0","364,88",15%
PED-2025-00029,2025-06-27,Ferreteria Los Olivos SL,b2b,ENVIADO,PRV-2082,3,"427,81",0
PED-2025-00029,27/06/2025,Ferreteria Los Olivos SL,b2b,ENVIADO,PRV-6146,1,35.40,0
PED-2025-00029,2025-06-27 10:40:00,  FERRETERIA LOS OLIVOS SL ,b2b,ENVIADO,PRV-2011,1,"26,29",5
PED-2025-00029,27-06-2025,Ferreteria Los Olivos SL,b2b,ENVIADO,PRV-2047,3,"65,31",5%
PED-2025-00029,2025-06-27,Ferreteria Los Olivos SL,b2b,ENVIADO,PRV-2093,2,352.29,10
PED-2025-00030,2025-06-02,Instalaciones Bermudez,B2C,completado,PRV-2083,3,"109,72",0
PED-2025-00030,02/06/2025,Instalaciones Bermudez,B2C,completado,PRV-6137,2,"127,58",5
PED-2025-00031,2025-06-21 16:27:00,Grupo Ferreteria Norte,B2B,enviado,PRV-6118,50,94.24,0
PED-2025-00031,,Grupo Ferreteria Norte,B2B,enviado,PRV-2024,1,"76,95",5
PED-2025-00031,2025-06-21,Grupo Ferreteria Norte,B2B,enviado,PRV-2046,1,"216,60",0
PED-2025-00032,2025-06-14,Suministros Maresme,B2B,ENVIADO,PRV-2097,"10,0",209.14,0
PED-2025-00032,14/06/2025,Suministros Maresme,B2B,ENVIADO,PRV-2037,2,"327,64",0
PED-2025-00033,2025-06-13 15:37:00,Talleres Sanchez,Marketplace,completado,PRV-2038,3,"203,70",15
PED-2025-00033,13-06-2025,Talleres Sanchez,Marketplace,completado,PRV-2111,1,69.89,5
PED-2025-00033,2025-06-13,Talleres Sanchez,Marketplace,completado,PRV-2075,50,"605,81",0
PED-2025-00033,2025-06-13,  TALLERES SANCHEZ ,Marketplace,completado,PRV-2056,3,"135,51",0
PED-2025-00033,13/06/2025,Talleres Sanchez,Marketplace,completado,PRV-2074,5,258.83,0
PED-2025-00034,2025-06-23 19:54:00,Talleres Sanchez,b2b,COMPLETADO,PRV-2084,25,"44,29",0
PED-2025-00034,23-06-2025,Talleres Sanchez,b2b,COMPLETADO,PRV-2106,3,"310,04",0
PED-2025-00034,2025-06-23,Talleres Sanchez,b2b,COMPLETADO,PRV-2025,1,320.61,0
PED-2025-00034,2025-06-23,Talleres Sanchez,b2b,COMPLETADO,PRV-2115,1,"280,66",0
PED-2025-00034,23/06/2025,Talleres Sanchez,b2b,COMPLETADO,PRV-2113,"3,0","186,37",0
PED-2025-00035,2025-06-19 10:48:00,Comercial Riera,MARKETPLACE,ENVIADO,PRV-2005,10,433.68,0
PED-2025-00035,19-06-2025,Comercial Riera,MARKETPLACE,ENVIADO,PRV-2095,3,"92,55",15%
PED-2025-00036,2025-06-02,,MARKETPLACE,completado,PRV-2025,10,"304,78",5
PED-2025-00036,2025-06-02,Suministros Industriales Vega,MARKETPLACE,completado,PRV-2024,1,77.83,5
PED-2025-00036,02/06/2025,Suministros Industriales Vega,MARKETPLACE,completado,PRV-2086,2,"61,75",0
PED-2025-00036,2025-06-02 09:33:00,Suministros Industriales Vega,MARKETPLACE,completado,PRV-2111,1,"65,30",0
PED-2025-00036,02-06-2025,  SUMINISTROS INDUSTRIALES VEGA ,MARKETPLACE,completado,PRV-2069,2,409.92,"0,15"
PED-2025-00037,2025-06-11,Almacenes Duran e Hijos,Marketplace,COMPLETADO,PRV-2074,10,"262,42",10
PED-2025-00037,2025-06-11,Almacenes Duran e Hijos,Marketplace,COMPLETADO,PRV-2018,1,"203,59",5
PED-2025-00037,11/06/2025,Almacenes Duran e Hijos,Marketplace,COMPLETADO,PRV-2035,1,288.24,0
PED-2025-00038,2025-06-08 10:13:00,Distribuciones Aragon,MARKETPLACE,PENDIENTE,PRV-2077,"1,0","415,98",5
PED-2025-00039,09-06-2025,Comercial Riera,MARKETPLACE,Completado,PRV-2110,10,"273,19",10
PED-2025-00039,2025-06-09,Comercial Riera,MARKETPLACE,Completado,PRV-2005,25,409.83,0
PED-2025-00039,2025-06-09,Comercial Riera,MARKETPLACE,Completado,PRV-2080,1,"416,42",0
PED-2025-00040,05/06/2025,Bricolaje Montseny,B2B,COMPLETADO,PRV-2098,2,"319,81",0
PED-2025-00040,2025-06-05 12:17:00,Bricolaje Montseny,B2B,COMPLETADO,PRV-2057,5,360.62,0
PED-2025-00040,05-06-2025,Bricolaje Montseny,B2B,COMPLETADO,PRV-2009,1,"26,77",0
PED-2025-00040,2025-06-05,Bricolaje Montseny,B2B,COMPLETADO,PRV-2009,5,"28,28",5%
PED-2025-00041,2025-06-18,Ferrolab SA,B2B,COMPLETADO,PRV-2105,25,216.39,10
PED-2025-00042,06/06/2025,  FERRETERIA LOS OLIVOS SL ,B2C,COMPLETADO,PRV-2018,1,"217,93",10
PED-2025-00042,2025-06-06 17:12:00,Ferreteria Los Olivos SL,B2C,COMPLETADO,PRV-2081,5,"93,58",0
PED-2025-00042,06-06-2025,Ferreteria Los Olivos SL,B2C,COMPLETADO,PRV-2025,"10,0",320.59,0
PED-2025-00042,2025-06-06,Ferreteria Los Olivos SL,B2C,COMPLETADO,PRV-2048,2,"261,55",5
PED-2025-00042,2025-06-06,Ferreteria Los Olivos SL,B2C,COMPLETADO,PRV-2103,3,"224,90",0
PED-2025-00043,17/06/2025,Bricolaje Montseny,b2c,enviado,PRV-2047,1,63.18,0
PED-2025-00043,2025-06-17 15:15:00,Bricolaje Montseny,b2c,enviado,PRV-2055,2,"531,67",0
PED-2025-00043,17-06-2025,Bricolaje Montseny,b2c,enviado,PRV-2068,3,"197,06",0
PED-2025-00043,2025-06-17,Bricolaje Montseny,b2c,enviado,PRV-2119,5,202.06,5
PED-2025-00044,2025-06-03,Grupo Ferreteria Norte,B2B,ENVIADO,PRV-2035,0,"287,39",0
PED-2025-00044,03/06/2025,Grupo Ferreteria Norte,B2B,ENVIADO,PRV-2066,10,"501,01",5%
PED-2025-00044,2025-06-03 10:32:00,Grupo Ferreteria Norte,B2B,ENVIADO,PRV-2040,5,344.81,0
PED-2025-00044,03-06-2025,Grupo Ferreteria Norte,B2B,ENVIADO,PRV-2101,5,,10
PED-2025-00045,2025-07-02,  COMERCIAL RIERA ,B2B,COMPLETADO,PRV-2105,"1,0","214,20",10
PED-2025-00045,2025-07-02,Comercial Riera,B2B,COMPLETADO,PRV-2044,1,206.57,10%
PED-2025-00046,19/07/2025,Bricolaje Montseny,Marketplace,enviado,PRV-2016,3,"340,75",0
PED-2025-00046,2025-07-19 11:45:00,Bricolaje Montseny,Marketplace,enviado,PRV-2065,2,"10,55",15
PED-2025-00047,06-07-2025,Instalaciones Bermudez,Marketplace,DEVUELTO,PRV-2102,1,355.78,15
PED-2025-00047,2025-07-06,Instalaciones Bermudez,Marketplace,DEVUELTO,PRV-2052,5,"370,54",0
PED-2025-00047,2025-07-06,Instalaciones Bermudez,Marketplace,DEVUELTO,PRV-2084,10,"40,94",0
PED-2025-00047,06/07/2025,Instalaciones Bermudez,Marketplace,DEVUELTO,PRV-2085,1,103.69,10
PED-2025-00048,2025-07-19 19:14:00,Suministros Industriales Vega,B2B,completado,PRV-2109,-2,"71,95",0
PED-2025-00048,19-07-2025,Suministros Industriales Vega,B2B,completado,PRV-2108,1,"7,14",0
PED-2025-00048,2025-07-19,Suministros Industriales Vega,B2B,completado,PRV-2097,1,201.80,"0,1"
PED-2025-00048,2025-07-19,Suministros Industriales Vega,B2B,completado,PRV-2079,"10,0","694,77",5
PED-2025-00049,03/07/2025,Hidraulica Levante,B2B,CANCELADO,PRV-2032,2,"94,23",10
PED-2025-00049,2025-07-03 18:35:00,  HIDRAULICA LEVANTE ,B2B,CANCELADO,PRV-2024,2,72.59,0
PED-2025-00049,03-07-2025,Hidraulica Levante,B2B,CANCELADO,PRV-2065,25,"11,52",0
PED-2025-00049,2025-07-03,Hidraulica Levante,B2B,CANCELADO,PRV-2049,1,"403,69",5
PED-2025-00049,2025-07-03,Hidraulica Levante,B2B,CANCELADO,PRV-2020,3,365.57,0
PED-2025-00050,18/07/2025,Ferreteria El Tornillo,B2B,ENVIADO,PRV-2006,2,"473,28",15%
PED-2025-00050,2025-07-18 09:47:00,Ferreteria El Tornillo,B2B,ENVIADO,PRV-2059,50,"467,58",5
PED-2025-00050,18-07-2025,Ferreteria El Tornillo,B2B,ENVIADO,PRV-2053,3,84.07,"0,15"
PED-2025-00050,2025-07-18,Ferreteria El Tornillo,B2B,ENVIADO,PRV-2080,25,"420,47",0
PED-2025-00051,2025-07-01,Talleres Sanchez,Marketplace,COMPLETADO,PRV-2092,5,"270,95",0
PED-2025-00051,01/07/2025,Talleres Sanchez,Marketplace,COMPLETADO,PRV-2100,"2,0",404.58,0
PED-2025-00051,2025-07-01 10:20:00,Talleres Sanchez,Marketplace,COMPLETADO,PRV-2098,1,"277,32",
PED-2025-00051,01-07-2025,Talleres Sanchez,Marketplace,COMPLETADO,PRV-2018,2,"209,10",0
PED-2025-00051,2025-07-01,Talleres Sanchez,Marketplace,COMPLETADO,PRV-2052,3,376.08,10%
PED-2025-00052,2025-07-04,  FERRETERIA EL TORNILLO ,B2C,CANCELADO,PRV-2117,1,"488,13",0
PED-2025-00052,04/07/2025,Ferreteria El Tornillo,B2C,CANCELADO,PRV-2116,1,"336,33",5
PED-2025-00053,2025-07-24 16:36:00,Distribuciones Aragon,B2B,COMPLETADO,PRV-2103,10,224.44,"0,05"
PED-2025-00054,19-07-2025,Instalaciones Bermudez,B2B,enviado,PRV-2029,25,"533,03",10%
PED-2025-00054,2025-07-19,Instalaciones Bermudez,B2B,enviado,PRV-2056,2,"129,09",0
PED-2025-00054,2025-07-19,Instalaciones Bermudez,B2B,enviado,PRV-2098,5,291.33,0
PED-2025-00054,19/07/2025,Instalaciones Bermudez,B2B,enviado,PRV-2042,3,"255,90",0
PED-2025-00055,2025-07-24 13:03:00,Comercial Riera,b2b,completado,PRV-2012,"1,0","371,60",0
PED-2025-00055,24-07-2025,Comercial Riera,b2b,completado,PRV-2068,10,211.29,0
PED-2025-00055,2025-07-24,Comercial Riera,b2b,completado,PRV-2032,2,"109,05",0
PED-2025-00055,2025-07-24,Comercial Riera,b2b,completado,PRV-2001,1,"366,66",0
PED-2025-00056,20/07/2025,Suministros Industriales Vega,Marketplace,COMPLETADO,PRV-6133,2,116.44,10%
PED-2025-00056,2025-07-20 09:26:00,Suministros Industriales Vega,Marketplace,COMPLETADO,PRV-2106,5,"312,62",10
PED-2025-00056,20-07-2025,  SUMINISTROS INDUSTRIALES VEGA ,Marketplace,COMPLETADO,PRV-2112,10,"27,36",5
PED-2025-00056,2025-07-20,Suministros Industriales Vega,Marketplace,COMPLETADO,PRV-2035,1,279.69,0
PED-2025-00056,2025-07-20,Suministros Industriales Vega,Marketplace,COMPLETADO,PRV-2059,50,"430,52",10%
PED-2025-00057,04/07/2025,Ferreteria Los Olivos SL,b2b,completado,PRV-6115,1,"150,61",0
PED-2025-00057,2025-07-04 18:03:00,Ferreteria Los Olivos SL,b2b,completado,PRV-2034,10,390.19,0
PED-2025-00057,04-07-2025,Ferreteria Los Olivos SL,b2b,completado,PRV-2054,"3,0","465,19",10
PED-2025-00057,2025-07-04,Ferreteria Los Olivos SL,b2b,completado,PRV-2122,1,"249,39",15%
PED-2025-00058,2025-07-14,Obras y Reformas Prat,Marketplace,COMPLETADO,PRV-2005,2,380.63,"0,1"
PED-2025-00059,07/07/2025,Comercial Riera,MARKETPLACE,completado,PRV-2070,3,"440,09",0
PED-2025-00059,2025-07-07 17:20:00,Comercial Riera,MARKETPLACE,completado,PRV-2090,25,"373,98",0
PED-2025-00059,07-07-2025,Comercial Riera,MARKETPLACE,completado,PRV-2069,2,385.62,10%
PED-2025-00060,2025-07-17,Suministros Maresme,MARKETPLACE,ENVIADO,PRV-2020,2,"378,77",0
PED-2025-00060,,Suministros Maresme,MARKETPLACE,ENVIADO,PRV-2058,5,"171,24",0
PED-2025-00061,23/07/2025,  FERRETERIA EL TORNILLO ,MARKETPLACE,cancelado,PRV-2123,5,347.34,0
PED-2025-00061,2025-07-23 16:43:00,Ferreteria El Tornillo,MARKETPLACE,cancelado,PRV-2034,3,"353,68",0
PED-2025-00061,23-07-2025,Ferreteria El Tornillo,MARKETPLACE,cancelado,PRV-2043,2,"59,61",0
PED-2025-00061,2025-07-23,Ferreteria El Tornillo,MARKETPLACE,cancelado,PRV-2042,"1,0",255.89,0
PED-2025-00062,2025-07-02,Ferreteria El Tornillo,b2b,ENVIADO,PRV-2001,2,"364,83",0
PED-2025-00063,24/08/2025,Instalaciones Bermudez,MARKETPLACE,ENVIADO,PRV-2015,5,"288,66",0
PED-2025-00063,2025-08-24 15:15:00,Instalaciones Bermudez,MARKETPLACE,ENVIADO,PRV-2092,3,269.44,0
PED-2025-00064,26-08-2025,Bricolaje Montseny,B2C,CANCELADO,PRV-2045,1,"448,79",5
PED-2025-00064,2025-08-26,Bricolaje Montseny,B2C,CANCELADO,PRV-2056,2,"137,67",0
PED-2025-00065,2025-08-18,Ferrolab SA,B2C,CANCELADO,PRV-2036,2,313.61,10%
PED-2025-00065,18/08/2025,Ferrolab SA,B2C,CANCELADO,PRV-2023,2,"391,18",0
PED-2025-00066,2025-08-23 08:03:00,Ferreteria El Tornillo,MARKETPLACE,Completado,PRV-2056,1,"126,67",15
PED-2025-00066,23-08-2025,Ferreteria El Tornillo,MARKETPLACE,Completado,PRV-2062,1,108.92,0
PED-2025-00066,2025-08-23,  FERRETERIA EL TORNILLO ,MARKETPLACE,Completado,PRV-2121,1,"213,86",0
PED-2025-00067,2025-09-12,Comercial Riera,b2c,completado,PRV-2020,"1,0","367,66",10
PED-2025-00067,12/09/2025,Comercial Riera,b2c,completado,PRV-2033,10,368.43,0
PED-2025-00067,2025-09-12 14:47:00,Comercial Riera,b2c,completado,PRV-2009,2,"28,67",0
PED-2025-00067,12-09-2025,Comercial Riera,b2c,completado,PRV-2034,10,"357,21",10%
PED-2025-00068,2025-09-06,Ferreteria Los Olivos SL,b2c,COMPLETADO,PRV-2078,10,,0
PED-2025-00068,2025-09-06,Ferreteria Los Olivos SL,b2c,COMPLETADO,PRV-2122,2,"253,85",0
PED-2025-00068,06/09/2025,Ferreteria Los Olivos SL,b2c,COMPLETADO,PRV-6121,5,"57,55",10
PED-2025-00068,2025-09-06 09:43:00,Ferreteria Los Olivos SL,b2c,COMPLETADO,PRV-2035,3,294.53,5%
PED-2025-00069,09-09-2025,Talleres Sanchez,Marketplace,completado,PRV-2032,2,"96,82",0
PED-2025-00069,2025-09-09,Talleres Sanchez,Marketplace,completado,PRV-2092,2,"266,12",0
PED-2025-00069,2025-09-09,Talleres Sanchez,Marketplace,completado,PRV-2059,5,449.99,15
PED-2025-00069,09/09/2025,Talleres Sanchez,Marketplace,completado,PRV-2121,"3,0","197,42",0
PED-2025-00070,2025-09-20 17:59:00,  GRUPO FERRETERIA NORTE ,B2B,COMPLETADO,PRV-2004,25,"78,16",10
PED-2025-00070,20-09-2025,Grupo Ferreteria Norte,B2B,COMPLETADO,PRV-2027,1,115.71,0
PED-2025-00071,2025-09-16,Suministros Industriales Vega,b2c,ENVIADO,PRV-2109,5,"73,50",5
PED-2025-00072,2025-09-08,Bricolaje Montseny,B2B,COMPLETADO,PRV-2075,3,"583,12",0
PED-2025-00072,08/09/2025,Bricolaje Montseny,B2B,COMPLETADO,PRV-2025,10,304.32,"0,05"
PED-2025-00072,2025-09-08 11:50:00,,B2B,COMPLETADO,PRV-2017,10,"233,64",10
PED-2025-00072,08-09-2025,Bricolaje Montseny,B2B,COMPLETADO,PRV-2043,2,"58,58",0
PED-2025-00072,2025-09-08,Bricolaje Montseny,B2B,COMPLETADO,PRV-6176,3,66.70,5%
PED-2025-00073,2025-09-07,Instalaciones Bermudez,b2c,COMPLETADO,PRV-2006,10,"519,79",15
PED-2025-00074,23/09/2025,Suministros Maresme,B2B,cancelado,PRV-2063,50,"405,66",0
PED-2025-00075,2025-09-25 15:43:00,Suministros Maresme,B2B,completado,PRV-2001,"3,0",382.17,5
PED-2025-00075,25-09-2025,Suministros Maresme,B2B,completado,PRV-2064,3,"418,71",0
PED-2025-00076,2025-09-26,Ferreteria El Tornillo,B2C,COMPLETADO,PRV-2122,10,"244,17",0
PED-2025-00076,2025-09-26,  FERRETERIA EL TORNILLO ,B2C,COMPLETADO,PRV-2026,25,65.50,0
PED-2025-00076,26/09/2025,Ferreteria El Tornillo,B2C,COMPLETADO,PRV-2028,50,"197,46",10
PED-2025-00076,2025-09-26 15:03:00,Ferreteria El Tornillo,B2C,COMPLETADO,PRV-2007,2,"57,62",0
PED-2025-00076,26-09-2025,Ferreteria El Tornillo,B2C,COMPLETADO,PRV-2120,2,137.62,5
PED-2025-00077,2025-09-06,Grupo Ferreteria Norte,b2b,CANCELADO,PRV-2018,25,"225,71",15
PED-2025-00077,2025-09-06,Grupo Ferreteria Norte,b2b,CANCELADO,PRV-2091,50,"319,97",15
PED-2025-00077,06/09/2025,Grupo Ferreteria Norte,b2b,CANCELADO,PRV-2087,2,116.97,15%
PED-2025-00077,2025-09-06 19:29:00,Grupo Ferreteria Norte,b2b,CANCELADO,PRV-2040,3,"329,06",0
PED-2025-00078,23-09-2025,Comercial Riera,Marketplace,COMPLETADO,PRV-2004,"5,0","68,69",0
PED-2025-00079,2025-09-27,Construcciones Elorza,b2c,enviado,PRV-2022,2,418.16,0
PED-2025-00079,2025-09-27,Construcciones Elorza,b2c,enviado,PRV-2011,2,"23,27",0
PED-2025-00079,27/09/2025,Construcciones Elorza,b2c,enviado,PRV-2086,1,"60,63",0
PED-2025-00079,2025-09-27 09:00:00,Construcciones Elorza,b2c,enviado,PRV-2041,2,547.82,10
